#,#,#,OPERATOR:1,OPERATOR:1,OPERATOR:1,OPERATOR:1,OPERATOR:1,OPERATOR:1,OPERATOR:2,OPERATOR:2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,15,15,15,15,15,
#,#,#,a0,ax,ax2,ay,axy,ay2,X-axis rotation angle,Y-axis rotation angle,Name,File path,Studiable type,Axis name - X,Axis length - X,Axis size - X,Axis spacing - X,Axis name - Y,Axis length - Y,Axis size - Y,Axis spacing - Y,Axis name - Z,Axis length - Z,Axis size - Z,Axis spacing - Z,NM-points ratio - Z,Name,Axis name - Z,NM-points ratio - Z,Name,Studiable type,Axis name - X,Axis length - X,Axis size - X,Axis spacing - X,Axis name - Y,Axis length - Y,Axis size - Y,Axis spacing - Y,Axis name - Z,Layer type - Z,Axis length - Z,Axis size - Z,Axis spacing - Z,Length-scale anisotropy (Sfrax) (epLsar),Length-scale anisotropy (NewEplsar),Reg. coefficient R²,Fractal complexity (Asfc),Scale of max complexity (Smfc),HAsfc9 (HAsfc9),HAsfc81 (HAsfc81),
#,#,#,Âµm,Âµm,Âµm,Âµm,Âµm,Âµm,°,°,<no unit>,<no unit>,<no unit>,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,digits,Âµm,%,<no unit>,<no unit>,%,<no unit>,<no unit>,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,points,Âµm,<no unit>,<no unit>,Âµm,digits,Âµm,<no unit>,<no unit>,<no unit>,<no unit>,Âµm²,<no unit>,<no unit>,
2021/08/30,16:46:50,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L6-Ovis-90206-lm2sin-a.mnt,993.4231297,-1.191842252,0.0009178016806,-2.890397914,-0.000309584993,0.002020564005,-2.253647597e-12,2.889185069e-12,L6-Ovis-90206-lm2sin-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L6-Ovis-90206-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,10139.66471,10139665,0.0009999999717,0,L6-Ovis-90206-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L6-Ovis-90206-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,10031.78572,10031786,0.0009999999717,0.005221995624,0.01876294872,0.9986646851,3.910485123,0.3398121559,0.5120974341,2.070839882,
#,#,#,Âµm,Âµm,Âµm,Âµm,Âµm,Âµm,°,°,<no unit>,<no unit>,<no unit>,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,digits,Âµm,%,<no unit>,<no unit>,%,<no unit>,<no unit>,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,points,Âµm,<no unit>,<no unit>,Âµm,digits,Âµm,<no unit>,<no unit>,<no unit>,<no unit>,Âµm²,<no unit>,<no unit>,
2021/08/30,16:47:38,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L7_Ovis_10053_lm2_sin.mnt,-1.201729458,0.001048240833,-1.370890746e-08,0.002577051101,-1.323910865e-06,-1.000779011e-06,5.635248923e-14,-2.668203762e-12,L7_Ovis_10053_lm2_sin,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L7_Ovis_10053_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,5.869999995,268435461,2.186745363e-08,0,L7_Ovis_10053_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L7_Ovis_10053_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,Unknown,6.005199463,274618141,2.186745363e-08,0.003165474784,0.01685220944,0.9991768222,2.539149066,1.531853337,0.6043730212,0.9874378915,
2021/08/30,16:48:27,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L7_Ovis_11739_lm2_sin.mnt,-0.6979626846,0.004014422431,-2.896884912e-06,-0.0008335494607,6.112611111e-07,2.325798611e-07,-3.653509618e-12,3.558783983e-12,L7_Ovis_11739_lm2_sin,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L7_Ovis_11739_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,7.051999985,345369443,2.04187143e-08,0,L7_Ovis_11739_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L7_Ovis_11739_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,Unknown,6.55795688,321173840,2.04187143e-08,0.002151629233,0.01772072223,0.999306976,7.198562961,0.1155532132,0.1980738304,0.5600416498,
2021/08/30,16:49:13,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L7_Ovis_20965_lm2_sin.mnt,-1.108704015,0.002088483681,-1.162782448e-06,0.001914953813,-3.70107473e-07,-1.048779991e-06,4.783990881e-12,3.9166436e-12,L7_Ovis_20965_lm2_sin,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L7_Ovis_20965_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,7.530000011,360784484,2.087118583e-08,0,L7_Ovis_20965_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L7_Ovis_20965_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,Unknown,7.321471318,350793260,2.087118583e-08,0.001145127177,0.01809090569,0.9990255912,3.613273565,0.1909999738,0.7981042339,1.417331934,
2021/08/30,16:50:02,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L7_Ovis_31028_lm2_sin.mnt,0.2649904831,-0.001994825417,7.295161896e-07,0.001835294575,1.114978987e-06,-1.741932576e-06,3.765985971e-12,1.702954286e-12,L7_Ovis_31028_lm2_sin,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L7_Ovis_31028_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,8.441999976,346894484,2.433593028e-08,0,L7_Ovis_31028_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L7_Ovis_31028_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,Unknown,7.65555723,314578368,2.433593028e-08,0.001605707116,0.01795147839,0.9992786625,5.652352991,0.5606794318,0.4633463765,1.267067915,
2021/08/30,16:50:49,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L7_Ovis_70520_lm2_sin.mnt,-0.4440670457,-0.002506018399,1.202702191e-06,0.004868995416,8.280300539e-07,-3.555211616e-06,7.747716829e-12,3.601185299e-12,L7_Ovis_70520_lm2_sin,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L7_Ovis_70520_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,7.230000019,268435456,2.693384893e-08,0,L7_Ovis_70520_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L7_Ovis_70520_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,Unknown,5.115476519,189927423,2.693384893e-08,0.004730906524,0.01702415473,0.9982473017,0.8747848739,6.917848242,0.2417329464,0.6842474124,
2021/08/30,16:51:37,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L7_Ovis_7898_lm2_sin.mnt,-8.266789643,-0.008084043853,1.711181079e-06,0.04554727276,7.009270638e-06,-3.289007983e-05,-7.245651633e-12,-2.939188066e-11,L7_Ovis_7898_lm2_sin,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L7_Ovis_7898_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,31.903,268435457,1.188479359e-07,0,L7_Ovis_7898_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L7_Ovis_7898_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,Unknown,10.52132729,88527640,1.188479359e-07,0.005048872863,0.01983974679,0.9968872433,3.366696049,0.1909999738,0.4014150683,1.052229883,
2021/08/30,16:52:25,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L7_Ovis_80133_lm2_dex.mnt,0.9771217089,-0.004917279571,2.951642791e-06,0.001473985058,4.42343373e-07,-1.171885115e-06,-5.223060909e-13,-1.557989519e-12,L7_Ovis_80133_lm2_dex,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L7_Ovis_80133_lm2_dex.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,7.195000006,382220838,1.882419609e-08,0,L7_Ovis_80133_lm2_dex > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L7_Ovis_80133_lm2_dex > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,Unknown,5.931610132,315105628,1.882419609e-08,0.006600089147,0.01917068037,0.9985589468,1.955166534,0.1777683958,0.489765532,1.014794327,
2021/08/30,16:53:15,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L7_Ovis_80312_lm2_sin.mnt,4.937969141,-0.00677589156,6.406001114e-07,-0.006557429878,7.462003687e-06,4.997050993e-07,1.534383787e-12,-3.901934089e-12,L7_Ovis_80312_lm2_sin,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L7_Ovis_80312_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,8.534000012,522530369,1.633206512e-08,0,L7_Ovis_80312_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L7_Ovis_80312_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,Unknown,6.094473598,373160011,1.633206512e-08,0.007925134399,0.02001019556,0.9982346822,1.355702738,44.73203402,0.3011009454,0.6856977165,
2021/08/30,16:54:04,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L7_Ovis_80718_lm2_sin.mnt,-4.546792505,-0.0009374844708,1.105526232e-06,0.01777171417,-1.001543745e-06,-1.096480158e-05,1.605891747e-11,6.673959833e-12,L7_Ovis_80718_lm2_sin,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L7_Ovis_80718_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,13.004,268435462,4.844367396e-08,0,L7_Ovis_80718_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L7_Ovis_80718_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,Unknown,7.222769785,149096243,4.844367396e-08,0.005798404857,0.01790213881,0.9995526362,0.7939433263,0.3392058576,0.2180543091,0.56499408,
2021/08/30,16:54:54,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L7_Ovis_90455_lm2_sin.mnt,14.77132272,-0.04127799104,1.474247153e-05,0.002523866078,2.377733418e-05,-1.351681558e-05,3.864503551e-11,1.063264951e-12,L7_Ovis_90455_lm2_sin,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L7_Ovis_90455_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,33.52600004,454981006,7.368659263e-08,0,L7_Ovis_90455_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L7_Ovis_90455_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,Unknown,13.73183004,186354526,7.368659263e-08,0.001323686662,0.01826430911,0.9978898699,3.132384629,0.3157072744,1.167792107,1.877344641,
#,#,#,nm,nm,nm,nm,nm,nm,°,°,<no unit>,<no unit>,<no unit>,<no unit>,µm,points,µm,<no unit>,µm,points,µm,<no unit>,nm,digits,nm,%,<no unit>,<no unit>,%,<no unit>,<no unit>,<no unit>,µm,points,µm,<no unit>,µm,points,µm,<no unit>,<no unit>,nm,digits,nm,<no unit>,<no unit>,<no unit>,<no unit>,µm²,<no unit>,<no unit>,
2021/08/30,16:55:44,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L8-Ovis-00234-lm2sin-a.mnt,-1030.328657,0.4330537939,-0.0001320076424,3.326065362,-0.0002930604797,-0.001998373024,-6.186005274e-13,1.525050916e-13,L8-Ovis-00234-lm2sin-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L8-Ovis-00234-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,7055.250594,70552505,0.0001000000013,0,L8-Ovis-00234-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L8-Ovis-00234-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,6725.94789,67259478,0.0001000000013,0.00451576597,0.0171851908,0.99875398,1.189109554,0.3398121559,0.4077317081,0.6931127501,
2021/08/30,16:56:34,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L8-Ovis-08043-lm2sin-a.mnt,118.0279199,-1.898536658,0.000781403349,2.138869338,0.0008768353977,-0.001821161902,2.458853477e-14,-1.106301924e-13,L8-Ovis-08043-lm2sin-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L8-Ovis-08043-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,5394.563072,53945630,0.0001000000013,0,L8-Ovis-08043-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L8-Ovis-08043-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,3924.081252,39240812,0.0001000000013,0.001674513564,0.01697968866,0.9996968092,2.867317628,1.90339541,0.1468215736,0.4120698957,
2021/08/30,16:57:23,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L8-Ovis-12772-lm2dex-a.mnt,2957.098431,-10.10774371,0.004561924438,1.735031834,0.00385953753,-0.003061594263,2.169576507e-13,-4.489208446e-13,L8-Ovis-12772-lm2dex-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L8-Ovis-12772-lm2dex-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,7761.17278,7761173,0.0009999999717,0,L8-Ovis-12772-lm2dex-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L8-Ovis-12772-lm2dex-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,4523.422872,4523423,0.0009999999717,0.007887921169,0.01766117694,0.9990912635,0.85543084,2.725353175,0.2463532555,0.4548710229,
2021/08/30,16:58:12,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L8-Ovis-80356-lm2sin-a.mnt,-5054.26749,5.032263126,-0.004936367594,17.20366339,0.00344318751,-0.01283183848,-2.22381592e-13,-5.668654249e-14,L8-Ovis-80356-lm2sin-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L8-Ovis-80356-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,12824.58664,12824587,0.0009999999717,0,L8-Ovis-80356-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L8-Ovis-80356-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,4750.400866,4750401,0.0009999999717,0.006700542038,0.01685242918,0.9994250184,0.8323418807,1.648813401,0.2266678492,0.3846998791,
2021/08/30,16:59:01,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L8-Ovis-90045-lm2dex-a.mnt,-4170.22763,-5.391708835,0.002247615824,23.48101406,0.002432810516,-0.01637329437,-1.520511536e-12,-1.62653805e-12,L8-Ovis-90045-lm2dex-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L8-Ovis-90045-lm2dex-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,13126.15963,13126160,0.0009999999717,0,L8-Ovis-90045-lm2dex-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L8-Ovis-90045-lm2dex-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,6736.215809,6736216,0.0009999999717,0.003714558856,0.01764824366,0.999026571,1.327527764,0.220885081,0.246360792,0.51189897,
2021/08/30,16:59:52,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L8-Ovis-90256-lm2sin-a.mnt,-6157.987915,-5.403086894,0.0002240362205,34.38675323,0.006520761793,-0.02546641769,4.962906261e-13,1.510422068e-12,L8-Ovis-90256-lm2sin-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L8-Ovis-90256-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,24692.0443,24692045,0.0009999999717,0,L8-Ovis-90256-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L8-Ovis-90256-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,10691.6407,10691641,0.0009999999717,0.005346323534,0.01876502383,0.9982377485,8.348868372,0.1913413681,0.4207267812,0.7145951027,
2021/08/30,17:00:41,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L8-Ovis-90300-lm2sin-a.mnt,-11929.94519,10.86087249,-0.004741338446,31.78578436,-0.004470173562,-0.01825745096,-1.402088818e-12,-7.872115013e-13,L8-Ovis-90300-lm2sin-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L8-Ovis-90300-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,24791.4983,24791499,0.0009999999717,0,L8-Ovis-90300-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L8-Ovis-90300-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,13113.56163,13113562,0.0009999999717,0.005882298625,0.0185811976,0.9984011385,1.943527718,0.1913413681,1.139163136,1.346246106,
2021/08/30,17:01:31,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L8-Ovis-90730-lm2sin-a.mnt,-2020.459059,-3.440749546,0.002041761472,11.54689111,0.0003298085808,-0.007615575354,6.535849229e-13,2.989757967e-13,L8-Ovis-90730-lm2sin-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L8-Ovis-90730-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,12775.28664,12775287,0.0009999999717,0,L8-Ovis-90730-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L8-Ovis-90730-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,12601.28964,12601290,0.0009999999717,0.0003355399204,0.01769705167,0.996824313,1.828119937,4.192714753,0.8282796919,1.123493299,
2021/08/30,17:02:22,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L8-Ovis-90764-lm2sin-a.mnt,608.8186037,-0.1988495874,-0.0003813142891,-1.357740985,0.001024128875,0.0003605938463,1.970698661e-12,8.402408475e-13,L8-Ovis-90764-lm2sin-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L8-Ovis-90764-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,12014.37966,12014380,0.0009999999717,0,L8-Ovis-90764-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L8-Ovis-90764-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,11997.29566,11997296,0.0009999999717,0.003402700285,0.01897771794,0.9988499029,2.864831406,0.4865558324,0.6374994163,1.538942513,
2021/08/30,17:03:12,D:\Data\3Ddata\SSFA\Sheeps\ConfoMap results\v8.2.9678\SSFA-Sheeps_NMPfilled_v2 --- L8-Ovis-90814-lm2sin-a.mnt,-2555.205498,0.8150891443,-0.0005125306139,9.061480482,-2.005340215e-05,-0.00583602505,-2.531172697e-14,-1.426306612e-14,L8-Ovis-90814-lm2sin-a,D:\Data\3Ddata\SSFA\Sheeps\Original surfaces\L8-Ovis-90814-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,6174.921982,61749219,0.0001000000013,0,L8-Ovis-90814-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane),Z,0,L8-Ovis-90814-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,Topography,3360.593045,33605930,0.0001000000013,0.001219624955,0.01749796943,0.9994785208,1.481662424,1.237247232,0.3706908731,0.8041382014,
