#,#,#,OPERATOR:1,OPERATOR:1,OPERATOR:1,OPERATOR:1,OPERATOR:1,OPERATOR:1,OPERATOR:2,OPERATOR:2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,11,11,11,11,11,
#,#,#,a0,ax,ax2,ay,axy,ay2,X-axis rotation angle,Y-axis rotation angle,Name,File path,Studiable type,Axis name - X,Axis length - X,Axis size - X,Axis spacing - X,Axis name - Y,Axis length - Y,Axis size - Y,Axis spacing - Y,Axis name - Z,Axis length - Z,Axis size - Z,Axis spacing - Z,NM-points ratio - Z,Name,Studiable type,Axis name - X,Axis length - X,Axis size - X,Axis spacing - X,Axis name - Y,Axis length - Y,Axis size - Y,Axis spacing - Y,Axis name - Z,Axis length - Z,Axis size - Z,Axis spacing - Z,NM-points ratio - Z,Length-scale anisotropy (Sfrax) (epLsar),Length-scale anisotropy (NewEplsar),Reg. coefficient R²,Fractal complexity (Asfc),Scale of max complexity (Smfc),HAsfc9 (HAsfc9),HAsfc81 (HAsfc81),
#,#,#,Âµm,Âµm,Âµm,Âµm,Âµm,Âµm,°,°,<no unit>,<no unit>,<no unit>,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,digits,Âµm,%,<no unit>,<no unit>,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,digits,Âµm,%,<no unit>,<no unit>,<no unit>,<no unit>,Âµm²,<no unit>,<no unit>,
2021/01/25,15:08:46,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L6-Ovis-90206-lm2sin-a.mnt,3.410275713e-07,-9.720694475e-10,1.567916064e-12,-4.003025939e-09,-1.908323213e-12,3.547115344e-12,-2.253647597e-12,2.889185069e-12,SSFA-Sheeps_NMPfilled --- L6-Ovis-90206-lm2sin-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L6-Ovis-90206-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,10031.78572,10031786,0.0009999999717,0,SSFA-Sheeps_NMPfilled --- L6-Ovis-90206-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,10031.78572,10031786,0.0009999999717,0,0.005221995624,0.01876294872,0.998383955,3.679019886,0.3274585155,0.4990315413,2.067776774,
#,#,#,Âµm,Âµm,Âµm,Âµm,Âµm,Âµm,°,°,<no unit>,<no unit>,<no unit>,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,digits,Âµm,%,<no unit>,<no unit>,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,points,Âµm,<no unit>,Âµm,digits,Âµm,%,<no unit>,<no unit>,<no unit>,<no unit>,Âµm²,<no unit>,<no unit>,
2021/01/25,15:09:22,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L7_Ovis_10053_lm2_sin.mnt,-2.160475628e-11,4.808468328e-14,-2.098657965e-17,3.177371209e-14,-1.990788209e-17,-1.442096549e-17,5.635248923e-14,-2.668203762e-12,SSFA-Sheeps_NMPfilled --- L7_Ovis_10053_lm2_sin,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L7_Ovis_10053_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,6.005199463,274618141,2.186745363e-08,0,SSFA-Sheeps_NMPfilled --- L7_Ovis_10053_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,6.005199463,274618141,2.186745363e-08,0,0.003165474784,0.01685220944,0.9989085143,2.481635398,1.626072174,0.6354807573,0.9795674545,
2021/01/25,15:09:56,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L7_Ovis_11739_lm2_sin.mnt,-9.819633445e-12,5.423779569e-14,-4.82965853e-17,-1.890594507e-14,1.59950033e-17,9.369244605e-18,-3.653509534e-12,3.558783902e-12,SSFA-Sheeps_NMPfilled --- L7_Ovis_11739_lm2_sin,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L7_Ovis_11739_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,6.557956729,321173840,2.041871383e-08,0,SSFA-Sheeps_NMPfilled --- L7_Ovis_11739_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,6.557956729,321173840,2.041871383e-08,0,0.002151629239,0.01772072222,0.9928499718,7.543740545,0.02307881568,0.2084701882,0.6504150776,
2021/01/25,15:10:30,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L7_Ovis_20965_lm2_sin.mnt,-2.715322798e-11,4.917551058e-14,-3.136634311e-17,4.264532189e-14,1.317852282e-17,-2.841319581e-17,4.783990844e-12,3.916643569e-12,SSFA-Sheeps_NMPfilled --- L7_Ovis_20965_lm2_sin,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L7_Ovis_20965_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,7.321471261,350793260,2.087118567e-08,0,SSFA-Sheeps_NMPfilled --- L7_Ovis_20965_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,7.321471261,350793260,2.087118567e-08,0,0.001145127179,0.01809090569,0.9972241189,3.345962699,0.02152383454,0.8297868743,1.476394998,
2021/01/25,15:11:09,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L7_Ovis_31028_lm2_sin.mnt,-9.947855666e-12,-1.696995619e-14,2.116445834e-17,1.842734202e-14,-9.491525547e-18,-4.669194398e-18,3.765986022e-12,1.702954309e-12,SSFA-Sheeps_NMPfilled --- L7_Ovis_31028_lm2_sin,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L7_Ovis_31028_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,7.655557333,314578368,2.43359306e-08,0,SSFA-Sheeps_NMPfilled --- L7_Ovis_31028_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,7.655557333,314578368,2.43359306e-08,0,0.001605707112,0.01795147839,0.9983954072,5.378756986,0.4967569638,0.4421616629,1.202305523,
2021/01/25,15:11:45,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L7_Ovis_70520_lm2_sin.mnt,-4.465995595e-11,2.365754021e-14,1.768567791e-17,6.435651281e-14,-4.338910091e-17,-1.45948273e-17,7.747716829e-12,3.601185299e-12,SSFA-Sheeps_NMPfilled --- L7_Ovis_70520_lm2_sin,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L7_Ovis_70520_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,5.115476519,189927423,2.693384893e-08,0,SSFA-Sheeps_NMPfilled --- L7_Ovis_70520_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,5.115476519,189927423,2.693384893e-08,0,0.004730906524,0.01702415473,0.9985936718,0.8373208818,6.119605403,0.2372713805,0.6548498712,
2021/01/25,15:12:18,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L7_Ovis_7898_lm2_sin.mnt,-5.399229626e-11,2.065137142e-13,-1.362508434e-16,1.268203013e-13,-1.50171712e-17,-1.170045592e-16,-7.245651633e-12,-2.939188066e-11,SSFA-Sheeps_NMPfilled --- L7_Ovis_7898_lm2_sin,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L7_Ovis_7898_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,10.52132729,88527640,1.188479359e-07,0,SSFA-Sheeps_NMPfilled --- L7_Ovis_7898_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,10.52132729,88527640,1.188479359e-07,0,0.005048872863,0.01983974679,0.997674166,3.132390077,0.02307881568,0.4032856382,1.139738048,
2021/01/25,15:12:53,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L7_Ovis_80133_lm2_dex.mnt,-2.071627472e-12,3.126478105e-14,-1.556902023e-17,-1.885456331e-14,-1.072097879e-17,1.526164395e-17,-5.223060753e-13,-1.557989473e-12,SSFA-Sheeps_NMPfilled --- L7_Ovis_80133_lm2_dex,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L7_Ovis_80133_lm2_dex.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,5.931609956,315105628,1.882419554e-08,0,SSFA-Sheeps_NMPfilled --- L7_Ovis_80133_lm2_dex > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,5.931609956,315105628,1.882419554e-08,0,0.006600089152,0.01917068037,0.9972935424,1.803013841,0.2005966173,0.5206435615,1.056125247,
2021/01/25,15:13:26,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L7_Ovis_80312_lm2_sin.mnt,-9.322147435e-12,5.817095421e-14,-3.152569303e-17,-2.580022447e-14,-7.550327714e-18,1.475266012e-17,1.534383737e-12,-3.901933963e-12,SSFA-Sheeps_NMPfilled --- L7_Ovis_80312_lm2_sin,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L7_Ovis_80312_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,6.094473402,373160011,1.633206459e-08,0,SSFA-Sheeps_NMPfilled --- L7_Ovis_80312_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,6.094473402,373160011,1.633206459e-08,0,0.007925134399,0.02001019556,0.9986430277,1.283007923,30.44265429,0.3343471435,0.57369698,
2021/01/25,15:14:01,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L7_Ovis_80718_lm2_sin.mnt,-8.298034695e-11,8.073809764e-14,-2.093277379e-17,1.184935147e-13,-1.56594235e-17,-5.892336152e-17,1.605891747e-11,6.673959833e-12,SSFA-Sheeps_NMPfilled --- L7_Ovis_80718_lm2_sin,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L7_Ovis_80718_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,7.222769785,149096243,4.844367396e-08,0,SSFA-Sheeps_NMPfilled --- L7_Ovis_80718_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,7.222769785,149096243,4.844367396e-08,0,0.005798404857,0.01790213881,0.9993623986,0.7917519407,0.3504891638,0.2542400942,0.6381518996,
2021/01/25,15:14:35,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L7_Ovis_90455_lm2_sin.mnt,-9.227320595e-11,6.941922297e-14,7.71268729e-17,-3.050915052e-14,-1.315581409e-16,8.700685405e-17,3.864503562e-11,1.063264954e-12,SSFA-Sheeps_NMPfilled --- L7_Ovis_90455_lm2_sin,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L7_Ovis_90455_lm2_sin.sur,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,13.73183008,186354526,7.368659283e-08,0,SSFA-Sheeps_NMPfilled --- L7_Ovis_90455_lm2_sin > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,199.9499895,1551,0.1289999932,Y,199.9499895,1551,0.1289999932,Z,13.73183008,186354526,7.368659283e-08,0,0.001323686662,0.01826430911,0.9979554509,2.856355289,0.2651545599,1.150174306,1.787192949,
#,#,#,nm,nm,nm,nm,nm,nm,°,°,<no unit>,<no unit>,<no unit>,<no unit>,µm,points,µm,<no unit>,µm,points,µm,<no unit>,nm,digits,nm,%,<no unit>,<no unit>,<no unit>,µm,points,µm,<no unit>,µm,points,µm,<no unit>,nm,digits,nm,%,<no unit>,<no unit>,<no unit>,<no unit>,µm²,<no unit>,<no unit>,
2021/01/25,15:15:09,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L8-Ovis-00234-lm2sin-a.mnt,-1.118428274e-07,-4.16587006e-11,1.015596088e-13,4.136207306e-10,-1.524724996e-13,-1.899022663e-13,-6.186005274e-13,1.525050916e-13,SSFA-Sheeps_NMPfilled --- L8-Ovis-00234-lm2sin-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L8-Ovis-00234-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,6725.94789,67259478,0.0001000000013,0,SSFA-Sheeps_NMPfilled --- L8-Ovis-00234-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,6725.94789,67259478,0.0001000000013,0,0.00451576597,0.0171851908,0.997154982,1.086428135,0.3764818433,0.3754673647,0.6162093871,
2021/01/25,15:15:44,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L8-Ovis-08043-lm2sin-a.mnt,-1.689722855e-08,-3.440223324e-10,1.97094282e-13,5.363527103e-10,4.723945617e-14,-3.699669611e-13,2.458853477e-14,-1.106301924e-13,SSFA-Sheeps_NMPfilled --- L8-Ovis-08043-lm2sin-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L8-Ovis-08043-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,3924.081252,39240812,0.0001000000013,0,SSFA-Sheeps_NMPfilled --- L8-Ovis-08043-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,3924.081252,39240812,0.0001000000013,0,0.001674513564,0.01697968866,0.9993224798,2.80639215,1.872850592,0.1553091062,0.4246988587,
2021/01/25,15:16:18,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L8-Ovis-12772-lm2dex-a.mnt,2.13829136e-07,-2.972196321e-09,2.434116016e-12,2.881057041e-11,-1.063918054e-12,5.161508872e-13,2.169576507e-13,-4.489208446e-13,SSFA-Sheeps_NMPfilled --- L8-Ovis-12772-lm2dex-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L8-Ovis-12772-lm2dex-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,4523.422872,4523423,0.0009999999717,0,SSFA-Sheeps_NMPfilled --- L8-Ovis-12772-lm2dex-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,4523.422872,4523423,0.0009999999717,0,0.007887921169,0.01766117694,0.9989535673,0.836322376,2.475589476,0.2415390813,0.4452693998,
2021/01/25,15:16:53,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L8-Ovis-80356-lm2sin-a.mnt,-1.967612239e-07,9.172272957e-10,-1.708401059e-13,-1.624357045e-09,-8.402801367e-13,1.470740522e-12,-2.22381592e-13,-5.668654249e-14,SSFA-Sheeps_NMPfilled --- L8-Ovis-80356-lm2sin-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L8-Ovis-80356-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,4750.400866,4750401,0.0009999999717,0,SSFA-Sheeps_NMPfilled --- L8-Ovis-80356-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,4750.400866,4750401,0.0009999999717,0,0.006700542038,0.01685242918,0.9988999039,0.8045920272,1.519222947,0.2226955581,0.362854394,
2021/01/25,15:17:28,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L8-Ovis-90045-lm2dex-a.mnt,-1.630109054e-06,3.390162647e-09,-1.136250188e-12,2.321949711e-10,-2.091656284e-12,9.004074514e-13,-1.520511536e-12,-1.62653805e-12,SSFA-Sheeps_NMPfilled --- L8-Ovis-90045-lm2dex-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L8-Ovis-90045-lm2dex-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,6736.215809,6736216,0.0009999999717,0,SSFA-Sheeps_NMPfilled --- L8-Ovis-90045-lm2dex-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,6736.215809,6736216,0.0009999999717,0,0.003714558856,0.01764824366,0.9978852651,1.268869278,0.2310398638,0.2295236835,0.4898670178,
2021/01/25,15:18:03,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L8-Ovis-90256-lm2sin-a.mnt,9.632389314e-07,-8.070573232e-10,-7.874669319e-13,-9.861381771e-10,2.627899908e-12,-6.840129266e-13,4.962906261e-13,1.510422068e-12,SSFA-Sheeps_NMPfilled --- L8-Ovis-90256-lm2sin-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L8-Ovis-90256-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,10691.6407,10691641,0.0009999999717,0,SSFA-Sheeps_NMPfilled --- L8-Ovis-90256-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,10691.6407,10691641,0.0009999999717,0,0.005346323534,0.01876502383,0.997134209,8.282732173,0.02156230635,0.4275118357,0.7838887177,
2021/01/25,15:18:38,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L8-Ovis-90300-lm2sin-a.mnt,6.833547327e-07,2.040556014e-09,-1.444775454e-12,-5.053223932e-09,2.711469525e-13,3.122551831e-12,-1.402088818e-12,-7.872115013e-13,SSFA-Sheeps_NMPfilled --- L8-Ovis-90300-lm2sin-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L8-Ovis-90300-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,13113.56163,13113562,0.0009999999717,0,SSFA-Sheeps_NMPfilled --- L8-Ovis-90300-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,13113.56163,13113562,0.0009999999717,0,0.005882298625,0.0185811976,0.9972647387,1.777125791,0.2154730932,1.190505461,1.427259757,
2021/01/25,15:19:12,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L8-Ovis-90730-lm2sin-a.mnt,1.559725493e-06,-1.640177062e-09,7.355009383e-15,-2.69843334e-09,2.103450145e-12,6.828490093e-13,6.535849229e-13,2.989757967e-13,SSFA-Sheeps_NMPfilled --- L8-Ovis-90730-lm2sin-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L8-Ovis-90730-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,12601.28964,12601290,0.0009999999717,0,SSFA-Sheeps_NMPfilled --- L8-Ovis-90730-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,12601.28964,12601290,0.0009999999717,0,0.0003355399204,0.01769705167,0.9966382578,1.772005873,4.325433284,0.8329872936,1.250906707,
2021/01/25,15:19:45,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L8-Ovis-90764-lm2sin-a.mnt,-3.276578808e-07,3.015559241e-09,-1.370209601e-12,-3.022684215e-09,-1.127223281e-12,2.518588287e-12,1.970698661e-12,8.402408475e-13,SSFA-Sheeps_NMPfilled --- L8-Ovis-90764-lm2sin-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L8-Ovis-90764-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,11997.29566,11997296,0.0009999999717,0,SSFA-Sheeps_NMPfilled --- L8-Ovis-90764-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,11997.29566,11997296,0.0009999999717,0,0.003402700285,0.01897771794,0.998227809,2.747241046,0.4641150562,0.6891430375,1.642895783,
2021/01/25,15:20:19,D:\Data\3D data\SSFA\Sheeps\ConfoMap results\v8.2.9468\SSFA-Sheeps_NMPfilled --- SSFA-Sheeps_NMPfilled --- L8-Ovis-90814-lm2sin-a.mnt,-9.775513196e-08,2.679563662e-10,-1.833132154e-13,1.205307188e-10,2.316812456e-14,-8.944128877e-14,-2.531172697e-14,-1.426306612e-14,SSFA-Sheeps_NMPfilled --- L8-Ovis-90814-lm2sin-a,D:\Data\3D data\SSFA\Sheeps\Processed surfaces\NMPfilled\SSFA-Sheeps_NMPfilled --- L8-Ovis-90814-lm2sin-a.sur,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,3360.593045,33605930,0.0001000000013,0,SSFA-Sheeps_NMPfilled --- L8-Ovis-90814-lm2sin-a > Form removed (LS-poly 2) > Leveled (LS-plane) > Filled-in non-measured points,Surface,X,201.1149743,1561,0.1289198553,Y,200.1286055,1551,0.1291152294,Z,3360.593045,33605930,0.0001000000013,0,0.001219624955,0.01749796943,0.9991351107,1.437607172,1.321398361,0.3912929804,0.8204300259,
